B6__cTiO2_spiro__p1__1.0Sun__Rv__scan0	B6__cTiO2_spiro__p1__1.0Sun__Rv__scan0	B6__cTiO2_spiro__p1__1.0Sun__Fw__scan0	B6__cTiO2_spiro__p1__1.0Sun__Fw__scan0	B6__cTiO2_spiro__p2__1.0Sun__Rv__scan0	B6__cTiO2_spiro__p2__1.0Sun__Rv__scan0	B6__cTiO2_spiro__p2__1.0Sun__Fw__scan0	B6__cTiO2_spiro__p2__1.0Sun__Fw__scan0	B6__cTiO2_spiro__p3__1.0Sun__Rv__scan0	B6__cTiO2_spiro__p3__1.0Sun__Rv__scan0	B6__cTiO2_spiro__p3__1.0Sun__Fw__scan0	B6__cTiO2_spiro__p3__1.0Sun__Fw__scan0	B6__cTiO2_spiro__p4__1.0Sun__Rv__scan0	B6__cTiO2_spiro__p4__1.0Sun__Rv__scan0	B6__cTiO2_spiro__p4__1.0Sun__Fw__scan0	B6__cTiO2_spiro__p4__1.0Sun__Fw__scan0	B6__cTiO2_spiro__p5__1.0Sun__Rv__scan0	B6__cTiO2_spiro__p5__1.0Sun__Rv__scan0	B6__cTiO2_spiro__p5__1.0Sun__Fw__scan0	B6__cTiO2_spiro__p5__1.0Sun__Fw__scan0	B6__cTiO2_spiro__p6__1.0Sun__Rv__scan0	B6__cTiO2_spiro__p6__1.0Sun__Rv__scan0	B6__cTiO2_spiro__p6__1.0Sun__Fw__scan0	B6__cTiO2_spiro__p6__1.0Sun__Fw__scan0	B6__cTiO2_spiro__p7__1.0Sun__Rv__scan0	B6__cTiO2_spiro__p7__1.0Sun__Rv__scan0	B6__cTiO2_spiro__p7__1.0Sun__Fw__scan0	B6__cTiO2_spiro__p7__1.0Sun__Fw__scan0	B6__cTiO2_spiro__p8__1.0Sun__Rv__scan0	B6__cTiO2_spiro__p8__1.0Sun__Rv__scan0	B6__cTiO2_spiro__p8__1.0Sun__Fw__scan0	B6__cTiO2_spiro__p8__1.0Sun__Fw__scan0
0.943084	14.557	-0.049419	18.912000000000003	0.95306	9.448	-0.085787	21.458000000000002	0.94314	15.082999999999998	-0.053418	19.95	0.941294	14.113999999999999	-0.052017	18.846999999999998	0.937596	15.394	-0.05253	20.358	0.942946	13.932	-0.054769	18.996	0.943881	14.203999999999999	-0.051048	19.091	0.945862	13.546000000000001	-0.052876	18.586
0.916822	15.529	-0.010063	18.957	0.888082	8.266	-0.043582	18.731	0.917394	16.131	-0.007259	19.826	0.918548	15.02	-0.010701	18.759	0.918515	16.159	-0.006349	20.216	0.920728	14.89	-0.008077	18.884	0.918934	15.225999999999999	-0.009879	19.009999999999998	0.917924	14.741000000000001	-0.010437	18.499000000000002
0.875751	16.872	0.040131	18.726	0.877093	9.665999999999999	0.001528	15.872	0.876961	17.533	0.039184	19.708	0.878003	16.41	0.039281	18.622	0.878543	17.613	0.035591	20.119999999999997	0.876089	16.406	0.03819	18.771	0.878324	16.558	0.034911	18.884999999999998	0.880789	15.985	0.036199	18.378999999999998
0.829173	17.779	0.083145	18.686999999999998	0.808355	8.966	0.04617	12.99	0.830686	18.474999999999998	0.080928	19.627	0.827668	17.47	0.080869	18.535	0.829446	18.72	0.080768	19.964	0.829929	17.375	0.084908	18.631	0.829056	17.576999999999998	0.079694	18.771	0.827228	17.1	0.083121	18.267
0.778293	18.39	0.125203	18.57	0.798742	11.221	0.091798	10.066	0.776815	19.204	0.126619	19.485	0.781939	18.026	0.126061	18.405	0.779513	19.414	0.126987	19.809	0.780617	18.044999999999998	0.126794	18.541999999999998	0.775476	18.28	0.130054	18.592000000000002	0.781362	17.666	0.129723	18.127000000000002
0.730057	18.798	0.176535	18.276	0.761644	14.002	0.137665	7.106000000000001	0.733282	19.551	0.173618	19.331	0.731374	18.47	0.171461	18.256999999999998	0.728109	19.923	0.172907	19.650000000000002	0.729383	18.498	0.172475	18.388	0.731845	18.645	0.174675	18.503	0.728699	18.099	0.172898	18.014
0.684704	19.009	0.217061	18.31	0.72832	17.855	0.181366	3.98	0.685195	19.872	0.217081	19.212	0.683905	18.734	0.219741	18.07	0.687993	20.166	0.221195	19.45	0.68494	18.78	0.214902	18.273999999999997	0.687927	18.923	0.218205	18.346999999999998	0.683802	18.356	0.220197	17.857000000000003
0.634462	19.243	0.263582	18.02	0.64114	18.276	0.223434	0.712	0.639702	20.028000000000002	0.26399	19.008	0.639351	18.904	0.26386	17.937	0.637854	20.424	0.26406	19.299	0.639609	18.987000000000002	0.261745	18.044	0.638619	19.156	0.266209	18.145999999999997	0.638164	18.569	0.263231	17.735999999999997
0.592162	19.341	0.311077	17.825	0.587102	18.271	0.265927	-2.765	0.589747	20.201	0.307397	18.871	0.594149	19.048	0.312403	17.725	0.591421	20.581	0.307528	19.109	0.593531	19.127000000000002	0.30947	17.846	0.592945	19.276999999999997	0.305476	18.037000000000003	0.591489	18.703	0.310048	17.538
0.549965	19.433	0.354221	17.709	0.546924	18.561999999999998	0.306937	-6.357	0.547913	20.291	0.354105	18.644000000000002	0.54895	19.168	0.351767	17.649	0.544525	20.714	0.354516	18.866	0.546823	19.255000000000003	0.356283	17.631	0.546936	19.414	0.357515	17.723	0.548777	18.782	0.352738	17.4
0.498046	19.537	0.396804	17.517999999999997	0.504301	18.662000000000003	0.351097	-10.05	0.501921	20.381	0.401293	18.41	0.500922	19.227999999999998	0.399663	17.361	0.501218	20.801	0.397516	18.664	0.499028	19.334	0.399321	17.477	0.49987	19.484	0.400988	17.555999999999997	0.496921	18.889	0.395061	17.238
0.454336	19.594	0.442966	17.189	0.454529	18.665000000000003	0.393884	-13.908999999999999	0.453247	20.434	0.444104	18.247	0.450796	19.308	0.44729	17.117	0.456532	20.865000000000002	0.444191	18.371	0.454784	19.387	0.441568	17.277	0.458404	19.552	0.43968	17.443	0.457494	18.928	0.445354	16.897
0.410048	19.646	0.488093	16.964	0.411001	18.753	0.437808	-18.061	0.409042	20.483	0.484819	18.044	0.410368	19.365000000000002	0.486626	17.0	0.407106	20.942	0.490174	18.062	0.41056	19.446	0.487954	16.974	0.408088	19.624	0.4875	17.112	0.408594	18.993	0.487721	16.745
0.365073	19.667	0.532336	16.646	0.362478	18.846	0.51909	-27.276000000000003	0.364082	20.521	0.53206	17.631999999999998	0.364407	19.369	0.530597	16.705000000000002	0.362445	20.974	0.531201	17.883	0.360887	19.5	0.532272	16.692	0.362592	19.647000000000002	0.531898	16.846	0.364581	19.036	0.532376	16.452
0.315619	19.719	0.573124	16.438000000000002	0.317522	18.883	0.576913	-34.321	0.319841	20.557	0.575807	17.343	0.314242	19.434	0.576987	16.313000000000002	0.31757	21.025	0.574651	17.5	0.321549	19.516	0.576463	16.429	0.316965	19.676	0.575549	16.551	0.320359	19.056	0.577179	16.17
0.275555	19.726	0.619363	15.866000000000001	0.273099	18.926	0.632699	-39.635	0.275113	20.572	0.618362	16.97	0.273522	19.452	0.616212	16.117	0.277331	21.035	0.618192	17.128	0.271823	19.564	0.619807	16.044	0.271731	19.701	0.618635	16.224	0.27136	19.095000000000002	0.620544	15.817000000000002
0.225835	19.755000000000003	0.662168	15.483	0.228598	18.936	0.830293	-31.234	0.225786	20.594	0.660064	16.543	0.22769	19.452	0.664093	15.48	0.227219	21.064	0.664615	16.578	0.22789	19.586	0.662536	15.64	0.226728	19.749	0.664345	15.72	0.231865	19.096	0.663527	15.394
0.185684	19.768	0.709798	14.647	0.184322	18.997	0.812028	-28.61	0.186119	20.629	0.706582	15.748999999999999	0.18313	19.467000000000002	0.704336	15.028	0.181979	21.084	0.709418	15.965	0.183875	19.602	0.707175	15.028	0.186185	19.742	0.705962	15.264	0.182666	19.126	0.708806	14.751999999999999
0.136416	19.807000000000002	0.750124	14.002	0.140412	19.037	0.709925	-32.315000000000005	0.137324	20.644	0.749342	14.925	0.141033	19.516	0.748836	14.121	0.138948	21.098	0.749289	15.254999999999999	0.141447	19.634999999999998	0.749588	14.276	0.135485	19.77	0.752657	14.391	0.138721	19.159	0.748575	14.1
0.097648	19.814999999999998	0.792785	12.807	0.091536	19.026	0.97391	-19.506	0.094401	20.657999999999998	0.789594	13.882	0.093635	19.509999999999998	0.793179	12.998	0.096012	21.104000000000003	0.792751	14.115	0.093384	19.634	0.793673	13.165	0.097326	19.751	0.790216	13.599	0.094943	19.16	0.792297	12.989
0.049092	19.8	0.834059	11.481	0.048444	19.063	0.827901	-27.384	0.051564	20.650000000000002	0.832817	12.331999999999999	0.051429	19.529	0.83416	11.624	0.048631	21.117	0.833336	12.714	0.049976	19.643	0.834995	11.826	0.051133	19.771	0.833929	12.156	0.046636	19.167	0.833411	11.681000000000001
0.001011	19.812	0.872251	9.931000000000001	0.004779	19.071	0.833358	-28.419	0.003869	20.673000000000002	0.873351	10.559000000000001	0.004089	19.505000000000003	0.872469	10.037	0.005393	21.097	0.873461	10.917	0.001887	19.630000000000003	0.873644	10.216	0.004895	19.772000000000002	0.874613	10.474	0.003146	19.167	0.874228	9.959000000000001
-0.038055	19.812	0.912879	7.809	-0.039061	19.099999999999998	1.070641	-18.311	-0.039336	20.666	0.913272	8.345	-0.038746	19.508000000000003	0.91321	7.896999999999999	-0.042386	21.12	0.913161	8.701	-0.03679	19.619	0.914402	8.033	-0.041679	19.784	0.914473	8.345	-0.040293	19.16	0.914891	7.911
-0.086443	19.820999999999998	0.955187	5.059	-0.087445	19.11	1.063833	-16.358	-0.087277	20.67	0.952179	5.755	-0.085806	19.504	0.955671	5.113	-0.085729	21.116	0.951748	6.0489999999999995	-0.08447	19.628	0.954357	5.455	-0.083808	19.796999999999997	0.950631	6.063	-0.08383	19.168999999999997	0.955502	5.348999999999999
-0.134647	19.828	0.992575	2.315	-0.129	19.256	1.082717	-12.394	-0.130298	20.657999999999998	0.992185	2.5100000000000002	-0.129971	19.517	0.991229	2.505	-0.129211	21.118000000000002	0.988615	3.0460000000000003	-0.132867	19.639	0.992707	2.505	-0.125965	19.775000000000002	0.990299	2.939	-0.132458	19.189999999999998	0.993048	2.557
-0.173773	19.82	1.032747	-1.309	-0.154397	21.031000000000002	0.910486	-26.203	-0.179166	20.685	1.029052	-0.9129999999999999	-0.179837	19.521	1.030037	-0.959	-0.178039	21.123	1.026551	-0.655	-0.175794	19.652	1.030365	-0.816	-0.178027	19.799	1.028604	-0.5910000000000001	-0.176219	19.181	1.034511	-1.0250000000000001
-0.221822	19.817999999999998	1.070886	-5.114999999999999	-0.200545	22.335	0.967323	-30.25	-0.218213	20.665	1.06722	-4.982	-0.219353	19.523	1.068422	-4.760000000000001	-0.222099	21.144	1.065615	-4.973	-0.219547	19.649	1.06941	-4.757	-0.222068	19.779999999999998	1.06682	-4.585999999999999	-0.219876	19.191	1.073505	-4.793
-0.264728	19.831999999999997	1.110351	-9.536	-0.23607	24.819	1.08258	-44.114	-0.266951	20.669	1.143204	-14.427999999999999	-0.268733	19.523	1.108075	-9.15	-0.265999	21.134	1.139807	-14.553999999999998	-0.267323	19.667	1.147207	-13.831	-0.266282	19.814	1.143461	-14.088	-0.268165	19.168	1.112224	-8.895
-0.312957	19.82	1.187553	-18.887999999999998	-0.276929	27.596	1.361101	-40.377	-0.310836	20.669	1.20724	-22.601	-0.313332	19.536	1.190471	-19.102	-0.315102	21.151	1.203496	-23.098	-0.310865	19.654999999999998	1.208709	-21.335	-0.31069	19.788	1.206018	-22.181	-0.311296	19.179000000000002	1.19001	-17.975
-0.356496	19.847	1.255978	-26.973	-0.313291	30.762999999999998	1.238997	-41.764	-0.359273	20.681	1.257328	-29.148	-0.357718	19.528	1.254052	-26.878	-0.354672	21.117	1.254601	-30.145000000000003	-0.358658	19.671	1.255467	-27.246	-0.359751	19.804	1.253301	-28.541	-0.355039	19.154999999999998	1.25365	-25.645
-0.399774	19.836	1.298253	-32.588	-0.354061	34.155	1.260827	-44.568000000000005	-0.403153	20.677	1.298099	-34.893	-0.402602	19.526000000000003	1.298456	-32.818	-0.403602	21.133	1.300418	-36.93	-0.401719	19.665	1.298485	-33.077000000000005	-0.399006	19.785	1.299199	-35.163	-0.402895	19.172	1.299725	-31.63
-0.447625	19.848000000000003	1.345948	-38.995000000000005	-0.372939	39.558	1.31019	-47.595	-0.446917	20.663	1.346684	-42.005	-0.445725	19.543000000000003	1.345117	-39.554	-0.447861	21.152	1.343695	-44.13099999999999	-0.444992	19.646	1.343866	-39.791	-0.448057	19.791	1.343363	-42.358	-0.446226	19.163	1.343496	-37.881
-0.490968	19.84	1.385615	-45.695	-0.460054	49.7	1.320698	-53.217	-0.489493	20.665	1.385348	-49.135	-0.492632	19.542	1.387937	-46.824999999999996	-0.491947	21.144	1.386856	-52.494	-0.492509	19.679	1.389377	-47.498	-0.496689	19.803	1.387412	-50.751	-0.494652	19.197	1.3889	-45.19
-0.538814	19.852	1.432337	-53.986	-0.519668	58.419	1.398672	-63.957	-0.536187	20.666	1.427286	-57.666000000000004	-0.53456	19.529999999999998	1.431052	-55.21	-0.535658	21.152	1.422374	-61.16	-0.536546	19.654	1.429735	-55.592999999999996	-0.53428	19.813000000000002	1.422405	-59.236999999999995	-0.533139	19.177	1.433192	-53.327
