B2__NOcTiO2_ptaa__p1__1.0Sun__Rv__scan0	B2__NOcTiO2_ptaa__p1__1.0Sun__Rv__scan0	B2__NOcTiO2_ptaa__p1__1.0Sun__Fw__scan0	B2__NOcTiO2_ptaa__p1__1.0Sun__Fw__scan0	B2__NOcTiO2_ptaa__p2__1.0Sun__Rv__scan0	B2__NOcTiO2_ptaa__p2__1.0Sun__Rv__scan0	B2__NOcTiO2_ptaa__p2__1.0Sun__Fw__scan0	B2__NOcTiO2_ptaa__p2__1.0Sun__Fw__scan0	B2__NOcTiO2_ptaa__p3__1.0Sun__Rv__scan0	B2__NOcTiO2_ptaa__p3__1.0Sun__Rv__scan0	B2__NOcTiO2_ptaa__p3__1.0Sun__Fw__scan0	B2__NOcTiO2_ptaa__p3__1.0Sun__Fw__scan0	B2__NOcTiO2_ptaa__p4__1.0Sun__Rv__scan0	B2__NOcTiO2_ptaa__p4__1.0Sun__Rv__scan0	B2__NOcTiO2_ptaa__p4__1.0Sun__Fw__scan0	B2__NOcTiO2_ptaa__p4__1.0Sun__Fw__scan0	B2__NOcTiO2_ptaa__p5__1.0Sun__Rv__scan0	B2__NOcTiO2_ptaa__p5__1.0Sun__Rv__scan0	B2__NOcTiO2_ptaa__p5__1.0Sun__Fw__scan0	B2__NOcTiO2_ptaa__p5__1.0Sun__Fw__scan0	B2__NOcTiO2_ptaa__p6__1.0Sun__Rv__scan0	B2__NOcTiO2_ptaa__p6__1.0Sun__Rv__scan0	B2__NOcTiO2_ptaa__p6__1.0Sun__Fw__scan0	B2__NOcTiO2_ptaa__p6__1.0Sun__Fw__scan0	B2__NOcTiO2_ptaa__p7__1.0Sun__Rv__scan0	B2__NOcTiO2_ptaa__p7__1.0Sun__Rv__scan0	B2__NOcTiO2_ptaa__p7__1.0Sun__Fw__scan0	B2__NOcTiO2_ptaa__p7__1.0Sun__Fw__scan0	B2__NOcTiO2_ptaa__p8__1.0Sun__Rv__scan0	B2__NOcTiO2_ptaa__p8__1.0Sun__Rv__scan0	B2__NOcTiO2_ptaa__p8__1.0Sun__Fw__scan0	B2__NOcTiO2_ptaa__p8__1.0Sun__Fw__scan0
0.975686	1.4829999999999999	-0.057238	15.172	0.956125	3.1180000000000003	-0.052381	14.840000000000002	0.986884	-2.07	-0.051782	15.513	0.953525	3.533	-0.053168	15.306000000000001	0.991325	-2.055	-0.051576	17.433	0.947936	4.213	-0.053321	16.174999999999997	0.979155	0.637	-0.054398	16.309	0.948635	3.468	-0.055268	15.131
0.900506	8.676	-0.007252	15.098	0.894995	8.306	-0.002847	14.822000000000001	0.913195	6.307	-0.008625	15.484	0.895798	8.382000000000001	-0.010694	15.275	0.922392	6.760999999999999	-0.002809	17.391000000000002	0.896178	8.53	-0.005592	16.122999999999998	0.905275	8.466	-0.005436	16.297	0.89688	7.706	-0.0084	15.046999999999999
0.846891	11.67	0.034433	15.09	0.855586	10.415000000000001	0.036531	14.772	0.846596	10.919	0.039275	15.426	0.853399	10.661999999999999	0.036437	15.238	0.842697	13.014	0.035973	17.382	0.85417	10.961	0.037346	16.086	0.848684	12.035	0.042754	16.23	0.85178	10.263	0.038558	14.946
0.82457	12.187999999999999	0.084694	15.034	0.82609	11.439	0.085763	14.727	0.808075	12.392	0.081986	15.388	0.826216	11.544	0.084169	15.19	0.807985	14.331	0.08476	17.323999999999998	0.827154	11.91	0.084954	16.023	0.824066	12.758000000000001	0.081486	16.197	0.827556	11.019	0.085802	14.879
0.784669	13.261000000000001	0.125531	14.988	0.787527	12.519	0.129579	14.669	0.778114	13.087	0.130364	15.315999999999999	0.787421	12.652	0.130587	15.124	0.778768	14.973	0.128755	17.257	0.788728	13.133000000000001	0.128	15.963999999999999	0.784875	13.906	0.129684	16.137999999999998	0.789224	12.199	0.125317	14.911000000000001
0.738292	14.095	0.171116	14.901	0.738824	13.530999999999999	0.174024	14.611	0.735972	13.976	0.173715	15.252	0.738617	13.712	0.169437	15.07	0.737976	15.845	0.176479	17.153000000000002	0.736756	14.398	0.176766	15.873000000000001	0.738697	14.850999999999999	0.173207	16.042	0.736784	13.449	0.173266	14.775
0.688237	14.678	0.219968	14.817	0.689149	14.145	0.221286	14.501	0.690204	14.572999999999999	0.221571	15.165	0.689535	14.364	0.22317	14.937000000000001	0.689754	16.608999999999998	0.214466	17.081	0.692237	14.988	0.216296	15.78	0.689757	15.494000000000002	0.216458	15.961	0.691121	14.050999999999998	0.221358	14.615
0.639095	14.929	0.263946	14.697	0.64068	14.462	0.259837	14.43	0.638171	15.003	0.259153	15.058	0.641802	14.725	0.262309	14.815	0.645038	16.922	0.266071	16.866	0.641546	15.513	0.264904	15.628	0.637613	15.906	0.263904	15.799000000000001	0.638441	14.512	0.264378	14.494
0.592587	15.037999999999998	0.308004	14.567	0.59418	14.616	0.306859	14.251	0.59526	15.094	0.310333	14.837	0.596729	14.916	0.310152	14.604000000000001	0.590236	17.244	0.307506	16.694	0.596998	15.719000000000001	0.30796	15.423	0.595547	16.0	0.31104	15.617	0.596513	14.651000000000002	0.307736	14.402999999999999
0.545523	15.091000000000001	0.355492	14.338999999999999	0.547002	14.686	0.353201	14.024	0.544106	15.254	0.351776	14.66	0.545675	15.068	0.352592	14.362	0.546145	17.256	0.348207	16.436	0.547447	15.903	0.354792	15.135	0.544523	16.149	0.353025	15.377	0.545182	14.83	0.353862	14.095
0.501441	15.082	0.397257	14.078	0.499105	14.709	0.3983	13.723	0.50047	15.237	0.396767	14.335	0.50309	15.093	0.398665	14.027	0.502331	17.28	0.396658	15.997000000000002	0.500482	15.958	0.395845	14.796999999999999	0.501195	16.162	0.393628	15.071	0.501922	14.831000000000001	0.394773	13.809999999999999
0.451399	15.104	0.442644	13.696	0.455059	14.678	0.442275	13.343	0.456954	15.213000000000001	0.435993	13.997	0.453562	15.128	0.439145	13.633	0.453348	17.291999999999998	0.439219	15.501	0.456748	16.003	0.440201	14.336	0.457247	16.159	0.441537	14.581999999999999	0.453681	14.876999999999999	0.442658	13.289
0.410608	15.074	0.483112	13.254999999999999	0.4108	14.684	0.480747	12.944	0.409224	15.241	0.481488	13.446	0.40804	15.128	0.485283	13.042	0.409045	17.287	0.480659	14.902999999999999	0.411422	15.98	0.481489	13.780000000000001	0.408088	16.183	0.483259	14.046	0.408926	14.897	0.481097	12.904
0.365209	15.093	0.527582	12.638	0.362178	14.69	0.524761	12.285	0.364631	15.251000000000001	0.526009	12.767000000000001	0.36251	15.128	0.52548	12.458	0.364241	17.264000000000003	0.523841	14.113999999999999	0.361339	16.016	0.524228	13.063	0.363134	16.174	0.523094	13.438	0.364149	14.899000000000001	0.525565	12.176
0.315001	15.093	0.570306	11.897	0.322555	14.675	0.571282	11.435	0.320731	15.243	0.56882	11.984	0.317102	15.128	0.567935	11.67	0.32019	17.276	0.569496	13.079	0.320787	16.026	0.569023	12.163	0.318608	16.172	0.56873	12.5	0.319662	14.915	0.568549	11.393
0.274469	15.096	0.611721	11.011	0.273127	14.695	0.613219	10.564	0.276617	15.266	0.61322	10.943	0.271809	15.133000000000001	0.612255	10.692	0.27626	17.259	0.610095	12.041	0.270376	16.031	0.609353	11.251000000000001	0.278863	16.192	0.609239	11.575999999999999	0.274584	14.909	0.61352	10.357999999999999
0.228829	15.089	0.654525	9.917	0.229207	14.701	0.653194	9.594	0.228042	15.287	0.656234	9.778	0.231301	15.151	0.655384	9.593	0.227783	17.296	0.65213	10.781	0.229795	16.054	0.654281	9.984	0.229645	16.195999999999998	0.654438	10.28	0.22527	14.927	0.657041	9.224
0.183639	15.11	0.6963	8.7	0.185138	14.706999999999999	0.697942	8.234	0.183882	15.297	0.697781	8.485	0.181084	15.171000000000001	0.697082	8.411999999999999	0.183498	17.315	0.694357	9.296000000000001	0.179267	16.046000000000003	0.695541	8.697999999999999	0.180011	16.226	0.698803	8.848	0.185136	14.934	0.696507	8.119
0.137044	15.138	0.739341	7.189	0.135806	14.725	0.740818	6.798	0.139861	15.313	0.740836	6.917000000000001	0.141297	15.162	0.740804	6.917999999999999	0.1396	17.312	0.737834	7.575	0.139078	16.082	0.739204	7.1370000000000005	0.140617	16.226	0.739058	7.427	0.140776	14.94	0.743329	6.442
0.100078	15.15	0.784022	5.3870000000000005	0.096099	14.74	0.782389	5.244999999999999	0.096212	15.318999999999999	0.782245	5.263999999999999	0.093888	15.196	0.783453	5.368	0.095082	17.331	0.779743	5.755	0.095504	16.075	0.784335	5.2989999999999995	0.092124	16.257	0.783337	5.561	0.091845	14.959	0.783397	5.021
0.053697	15.147	0.827367	3.503	0.046438	14.770999999999999	0.825584	3.418	0.047708	15.37	0.824861	3.346	0.050805	15.181999999999999	0.827005	3.533	0.045653	17.356	0.820385	3.811	0.05224	16.096	0.82811	3.373	0.052728	16.247	0.826267	3.5860000000000003	0.0535	14.975999999999999	0.827421	3.1380000000000003
0.003084	15.172	0.868859	1.467	0.006654	14.782	0.869395	1.314	0.004654	15.372	0.866292	1.295	0.007722	15.211	0.869189	1.599	0.006617	17.369	0.864822	1.3110000000000002	0.004007	16.111	0.867696	1.535	0.004298	16.272	0.867517	1.484	0.000727	15.0	0.869533	1.123
-0.038624	15.203	0.908503	-0.6880000000000001	-0.042888	14.796	0.909661	-0.734	-0.038743	15.407	0.91024	-1.254	-0.039618	15.239	0.912425	-0.656	-0.042212	17.401	0.905653	-1.1360000000000001	-0.044046	16.142	0.910129	-0.8069999999999999	-0.044213	16.308	0.909399	-0.9319999999999999	-0.037784	15.006	0.912516	-1.111
-0.08012	15.181000000000001	0.950376	-3.291	-0.087477	14.811	0.952886	-3.339	-0.08652	15.423	0.950296	-3.75	-0.087054	15.274	0.951533	-2.8930000000000002	-0.085973	17.412	0.948798	-4.146000000000001	-0.082057	16.168	0.95235	-3.3890000000000002	-0.083879	16.297	0.949209	-3.503	-0.08593	15.037999999999998	0.953697	-3.438
-0.131928	15.237	0.992325	-6.241	-0.131721	14.845	0.994416	-6.085	-0.129809	15.450000000000001	0.992672	-6.804	-0.1301	15.265	0.994968	-5.83	-0.129905	17.43	0.990131	-7.3020000000000005	-0.130339	16.194	0.992855	-6.15	-0.132746	16.331	0.991248	-6.595	-0.128847	15.06	0.994802	-6.1370000000000005
-0.175515	15.239	1.032239	-9.338000000000001	-0.176181	14.866000000000001	1.033768	-9.027999999999999	-0.172437	15.49	1.032861	-10.005	-0.17354	15.328	1.036422	-8.985999999999999	-0.173419	17.479000000000003	1.028999	-10.626	-0.174338	16.218	1.033441	-9.243	-0.176821	16.355	1.031011	-9.867	-0.176637	15.095	1.033526	-8.994
-0.218925	15.280999999999999	1.072433	-12.812000000000001	-0.218802	14.895999999999999	1.074904	-12.475999999999999	-0.220103	15.539000000000001	1.072446	-13.631	-0.22305	15.334999999999999	1.075406	-12.33	-0.222507	17.500999999999998	1.069089	-14.494	-0.223234	16.241	1.074988	-12.849	-0.219472	16.382	1.072245	-13.716000000000001	-0.220013	15.112	1.075027	-12.503
-0.267649	15.284	1.113487	-16.854	-0.266409	14.940999999999999	1.115147	-16.324	-0.26868	15.582	1.111079	-17.651	-0.266652	15.373	1.113519	-16.147000000000002	-0.265802	17.53	1.10816	-18.821	-0.267528	16.282	1.116349	-16.941000000000003	-0.262114	16.398	1.110319	-17.775	-0.262925	15.129	1.115732	-16.439
-0.310927	15.334	1.19968	-25.715	-0.309397	14.968	1.153905	-20.663	-0.306549	15.610000000000001	1.1909	-26.671	-0.310627	15.4	1.153556	-20.889000000000003	-0.313537	17.558	1.185826	-28.292	-0.311538	16.304	1.197725	-25.854	-0.314558	16.45	1.18946	-27.154999999999998	-0.310809	15.172	1.196289	-25.158
-0.354596	15.354	1.239738	-32.476	-0.352443	15.017000000000001	1.230041	-29.916	-0.358965	15.656	1.240838	-35.062000000000005	-0.359574	15.433	1.226148	-30.471999999999998	-0.355845	17.590999999999998	1.237164	-37.327	-0.356039	16.351000000000003	1.242644	-33.004	-0.35224	16.487000000000002	1.238071	-35.693999999999996	-0.358395	15.213000000000001	1.243457	-32.634
-0.403043	15.413	1.281103	-41.641999999999996	-0.404638	15.068	1.281006	-39.372	-0.402312	15.706999999999999	1.278242	-44.721	-0.39832	15.488999999999999	1.274941	-40.11	-0.398605	17.628	1.271104	-46.955999999999996	-0.400466	16.384	1.285425	-41.86900000000001	-0.39984	16.512999999999998	1.274225	-45.303999999999995	-0.401264	15.25	1.283774	-41.381
-0.445877	15.439	1.31184	-51.846000000000004	-0.442503	15.117	1.316403	-49.222	-0.445171	15.751000000000001	1.305946	-55.027	-0.446796	15.526	1.311417	-50.319	-0.446455	17.687	1.299722	-57.753	-0.449882	16.421000000000003	1.32083	-51.45099999999999	-0.446513	16.56	1.305589	-56.224999999999994	-0.44402	15.313	1.318875	-51.157000000000004
-0.488612	15.482	1.340434	-63.33	-0.49589	15.153	1.34849	-60.095000000000006	-0.488145	15.814000000000002	1.335159	-66.988	-0.49491	15.566999999999998	1.344738	-61.512	-0.489188	17.717	1.328608	-70.138	-0.493399	16.471	1.353993	-61.889	-0.489253	16.589	1.333865	-68.07000000000001	-0.492198	15.350000000000001	1.352123	-61.858999999999995
-0.535802	15.516	1.367161	-75.736	-0.53475	15.202	1.381182	-72.063	-0.536255	15.862999999999998	1.363571	-79.998	-0.532437	15.617	1.378075	-73.708	-0.537291	17.776	1.358606	-84.06700000000001	-0.531529	16.5	1.386874	-73.147	-0.536609	16.650000000000002	1.363035	-81.25699999999999	-0.527386	15.955	1.384641	-73.322
