A98__cTiO2_ptaa__p1__1.0Sun__Rv__scan0	A98__cTiO2_ptaa__p1__1.0Sun__Rv__scan0	A98__cTiO2_ptaa__p1__1.0Sun__Fw__scan0	A98__cTiO2_ptaa__p1__1.0Sun__Fw__scan0	A98__cTiO2_ptaa__p2__1.0Sun__Rv__scan0	A98__cTiO2_ptaa__p2__1.0Sun__Rv__scan0	A98__cTiO2_ptaa__p2__1.0Sun__Fw__scan0	A98__cTiO2_ptaa__p2__1.0Sun__Fw__scan0	A98__cTiO2_ptaa__p3__1.0Sun__Rv__scan0	A98__cTiO2_ptaa__p3__1.0Sun__Rv__scan0	A98__cTiO2_ptaa__p3__1.0Sun__Fw__scan0	A98__cTiO2_ptaa__p3__1.0Sun__Fw__scan0	A98__cTiO2_ptaa__p4__1.0Sun__Rv__scan0	A98__cTiO2_ptaa__p4__1.0Sun__Rv__scan0	A98__cTiO2_ptaa__p4__1.0Sun__Fw__scan0	A98__cTiO2_ptaa__p4__1.0Sun__Fw__scan0	A98__cTiO2_ptaa__p5__1.0Sun__Rv__scan0	A98__cTiO2_ptaa__p5__1.0Sun__Rv__scan0	A98__cTiO2_ptaa__p5__1.0Sun__Fw__scan0	A98__cTiO2_ptaa__p5__1.0Sun__Fw__scan0	A98__cTiO2_ptaa__p6__1.0Sun__Rv__scan0	A98__cTiO2_ptaa__p6__1.0Sun__Rv__scan0	A98__cTiO2_ptaa__p6__1.0Sun__Fw__scan0	A98__cTiO2_ptaa__p6__1.0Sun__Fw__scan0	A98__cTiO2_ptaa__p7__1.0Sun__Rv__scan0	A98__cTiO2_ptaa__p7__1.0Sun__Rv__scan0	A98__cTiO2_ptaa__p7__1.0Sun__Fw__scan0	A98__cTiO2_ptaa__p7__1.0Sun__Fw__scan0	A98__cTiO2_ptaa__p8__1.0Sun__Rv__scan0	A98__cTiO2_ptaa__p8__1.0Sun__Rv__scan0	A98__cTiO2_ptaa__p8__1.0Sun__Fw__scan0	A98__cTiO2_ptaa__p8__1.0Sun__Fw__scan0
0.977104	2.538	-0.056684	16.060000000000002	0.957592	3.9360000000000004	-0.054106	15.921999999999999	0.989704	0.673	-0.0556	16.888	0.956279	4.233	-0.051478	16.262	0.97176	5.25	-0.051484	18.424	0.950805	6.266	-0.052389	17.371000000000002	0.97708	4.516	-0.049847	16.955000000000002	0.956015	-0.518	-0.0579	17.438
0.897343	9.676	-0.00502	15.994000000000002	0.889815	9.168000000000001	-0.00966	15.861	0.911262	8.704	-0.00825	16.851000000000003	0.892987	9.104	-0.008713	16.206000000000003	0.893243	11.965	-0.009343	18.374000000000002	0.894132	10.351	-0.009437	17.313	0.89526	11.177	-0.00728	16.919	0.895927	4.084	-0.016483	17.084
0.849863	12.012	0.037369	15.953999999999999	0.851013	10.983	0.03528	15.796000000000001	0.840931	12.661999999999999	0.039385	16.776	0.85381	10.968	0.039107	16.144	0.849611	13.929	0.037095	18.306	0.854813	12.116	0.038357	17.269	0.847659	13.155999999999999	0.035554	16.869	0.855963	6.101	0.033597	16.67
0.824069	12.690999999999999	0.083992	15.878	0.824743	11.721	0.080253	15.727000000000002	0.808183	13.537	0.081791	16.732	0.825892	11.815000000000001	0.081933	16.084	0.822707	14.534	0.083893	18.248	0.826538	12.91	0.086416	17.19	0.820148	13.696	0.082573	16.827	0.825413	7.231	0.07753	16.310000000000002
0.784222	13.713	0.127249	15.822	0.783301	12.947000000000001	0.126145	15.67	0.776435	14.116	0.130178	16.653000000000002	0.78371	13.067	0.12969	16.02	0.781703	15.578	0.125623	18.158	0.784219	14.095	0.129492	17.137	0.781262	14.466	0.130338	16.733	0.786411	8.486	0.127822	15.873000000000001
0.736648	14.557	0.170875	15.743	0.73425	13.945	0.178538	15.582	0.736709	14.808	0.17429	16.584000000000003	0.740496	13.886000000000001	0.173523	15.949000000000002	0.736894	16.334999999999997	0.174611	18.073	0.737222	14.975999999999999	0.16748	17.064	0.736212	15.158	0.175289	16.67	0.740732	9.665	0.168531	15.506
0.685502	15.049	0.218815	15.619	0.68947	14.373999999999999	0.220457	15.49	0.686997	15.443	0.218402	16.48	0.688528	14.645	0.223261	15.838000000000001	0.686872	16.96	0.218818	17.958	0.690904	15.584999999999999	0.220551	16.910999999999998	0.689687	15.622	0.220312	16.577	0.688911	10.702	0.218332	15.011999999999999
0.640336	15.223	0.266772	15.482	0.643488	14.712	0.26695	15.373	0.64259	15.657	0.266945	16.324	0.644204	14.935	0.262972	15.751000000000001	0.642627	17.29	0.267247	17.776	0.638382	16.111	0.264501	16.788	0.63828	16.023	0.264844	16.445999999999998	0.641971	11.386000000000001	0.258423	14.589
0.594258	15.317	0.305174	15.389999999999999	0.595253	14.871	0.313139	15.200999999999999	0.592721	15.876000000000001	0.310257	16.204	0.590321	15.207	0.311586	15.587	0.59318	17.578	0.305828	17.636	0.596699	16.312	0.311913	16.57	0.592927	16.201	0.30871	16.297	0.600236	11.932	0.306266	14.001
0.546928	15.314	0.356566	15.119	0.545583	14.926	0.358812	15.022	0.550229	15.862999999999998	0.352983	15.998999999999999	0.547109	15.207999999999998	0.355131	15.383000000000001	0.546673	17.694000000000003	0.352838	17.343999999999998	0.545067	16.51	0.349385	16.412	0.551142	16.275000000000002	0.357207	16.041	0.553356	12.565	0.34981	13.42
0.499687	15.315000000000001	0.398128	14.898	0.504194	14.864	0.398933	14.806	0.498523	15.918000000000001	0.395204	15.782	0.503939	15.193999999999999	0.398347	15.171000000000001	0.499112	17.753999999999998	0.398785	16.983999999999998	0.501382	16.546000000000003	0.399445	16.029	0.49979	16.352999999999998	0.395668	15.858	0.509842	13.056	0.388267	12.884
0.456793	15.292	0.438544	14.641	0.458367	14.871	0.443142	14.501999999999999	0.455525	15.892	0.440189	15.441	0.454949	15.228	0.440305	14.891	0.455535	17.801000000000002	0.439584	16.608999999999998	0.451871	16.595	0.44006	15.729	0.457259	16.371	0.441024	15.475	0.46537	13.518	0.42964	12.205
0.413222	15.306999999999999	0.484514	14.173	0.405572	14.895999999999999	0.485447	14.141	0.411523	15.895	0.486412	15.003	0.404296	15.235	0.484946	14.49	0.410183	17.829	0.486217	16.052	0.411896	16.615000000000002	0.483999	15.252	0.408022	16.417	0.483056	15.089	0.42031	13.915000000000001	0.476881	11.266
0.363875	15.31	0.526149	13.767	0.363034	14.895	0.525485	13.735000000000001	0.366906	15.918000000000001	0.524346	14.665	0.363582	15.237	0.526559	14.030000000000001	0.365021	17.868	0.527387	15.488	0.362514	16.67	0.526629	14.723	0.362135	16.418	0.528302	14.541	0.375325	14.324	0.519891	10.397
0.314608	15.33	0.570288	13.135000000000002	0.315025	14.92	0.56813	13.17	0.317219	15.928	0.571855	13.943000000000001	0.318031	15.270000000000001	0.574835	13.344999999999999	0.314623	17.897	0.571149	14.768	0.317651	16.707	0.574856	13.93	0.321291	16.438000000000002	0.572247	13.903	0.321837	14.749	0.562059	9.422
0.27483	15.348	0.613278	12.454	0.27255	14.938	0.613367	12.44	0.272069	15.963999999999999	0.615017	13.235999999999999	0.2721	15.287	0.614944	12.731	0.274096	17.895	0.610189	14.081	0.273031	16.728	0.615625	13.284	0.270541	16.477999999999998	0.611654	13.299999999999999	0.275606	15.110999999999999	0.609151	8.155000000000001
0.230703	15.379999999999999	0.658259	11.565000000000001	0.22464	14.983	0.657392	11.609	0.227276	15.973999999999998	0.656667	12.437999999999999	0.231905	15.324000000000002	0.656999	11.947	0.228781	17.938	0.657973	12.927	0.233037	16.741	0.65863	12.4	0.2297	16.495	0.656547	12.372	0.233609	15.409	0.653669	6.915
0.186059	15.379999999999999	0.702928	10.551	0.181407	14.996	0.701048	10.626	0.18698	16.002	0.700712	11.364	0.181386	15.351	0.701323	10.901	0.183159	17.939	0.702221	11.807	0.183693	16.775000000000002	0.703752	11.355	0.183771	16.5	0.700925	11.368	0.187022	15.751999999999999	0.700256	5.441
0.13682	15.4	0.74683	9.399	0.133925	15.059	0.747125	9.394	0.137335	16.049	0.744073	10.196	0.136232	15.405999999999999	0.744676	9.779	0.137372	17.978	0.743001	10.741999999999999	0.134363	16.806	0.744542	10.347	0.138116	16.539	0.748395	10.112	0.140781	16.051	0.74623	3.908
0.097284	15.433	0.789086	8.182	0.094222	15.056999999999999	0.792224	8.062	0.093015	16.080000000000002	0.788917	8.731	0.097955	15.426	0.790148	8.384	0.094843	18.003999999999998	0.788178	9.298	0.096139	16.848	0.789457	9.004	0.093196	16.547	0.788418	9.051	0.098149	16.326	0.787882	2.468
0.050212	15.463	0.830158	6.814	0.05397	15.116	0.835328	6.634	0.050089	16.128	0.832207	7.183	0.050061	15.488999999999999	0.831468	7.041	0.052635	18.023	0.83213	7.707000000000001	0.052503	16.872999999999998	0.830937	7.746	0.05063	16.551	0.83292	7.562	0.051561	16.642	0.827395	1.028
0.002864	15.511000000000001	0.874745	5.023	0.004354	15.176	0.876678	5.048	0.007162	16.176	0.873366	5.467	0.001939	15.546000000000001	0.873685	5.412	0.005601	18.055999999999997	0.874767	6.056	0.00501	16.917	0.872729	6.201	0.003113	16.61	0.875999	5.98	0.008687	16.892999999999997	0.869033	-0.781
-0.039511	15.543	0.914792	3.26	-0.035886	15.233	0.918516	3.104	-0.040191	16.227999999999998	0.912453	3.61	-0.040911	15.609	0.916017	3.443	-0.036734	18.096	0.917465	4.032	-0.038196	16.955000000000002	0.915417	4.3309999999999995	-0.039498	16.633	0.916845	4.253	-0.033517	17.192	0.911168	-2.9160000000000004
-0.081706	15.594	0.956334	0.988	-0.080584	15.308	0.956089	1.118	-0.082803	16.285	0.955317	0.998	-0.083809	15.691	0.955732	1.271	-0.083344	18.142	0.954019	2.111	-0.086016	17.006	0.958466	2.019	-0.081893	16.671	0.956128	2.221	-0.079859	17.523	0.950318	-5.203
-0.12879	15.687	0.994724	-1.532	-0.124881	15.367	0.991972	-1.277	-0.130042	16.352999999999998	0.992636	-1.6520000000000001	-0.126364	15.751000000000001	0.994072	-1.292	-0.130152	18.186999999999998	0.994183	-0.641	-0.133619	17.068	0.997911	-0.566	-0.129628	16.698999999999998	0.994597	-0.215	-0.125655	17.9	0.991823	-8.179
-0.175603	15.728	1.031797	-4.522	-0.174118	15.469999999999999	1.028965	-4.29	-0.176896	16.439	1.030793	-4.999	-0.174006	15.84	1.033361	-4.568	-0.177738	18.245	1.03282	-3.8440000000000003	-0.172253	17.122	1.035707	-3.6740000000000004	-0.176704	16.77	1.033707	-3.351	-0.167053	18.253999999999998	1.031298	-11.619000000000002
-0.219083	15.772000000000002	1.07221	-8.437999999999999	-0.225388	15.546000000000001	1.066492	-7.95	-0.220188	16.521	1.067803	-8.884	-0.221761	15.913	1.070837	-8.316	-0.221094	18.286	1.069711	-7.62	-0.219795	17.186	1.071765	-7.275	-0.220177	16.799000000000003	1.07074	-7.047999999999999	-0.21287	18.701	1.068853	-15.572000000000001
-0.266754	15.858	1.151938	-17.47	-0.266129	15.646	1.107975	-12.69	-0.263475	16.591	1.107488	-13.818999999999999	-0.264361	16.02	1.109476	-12.866999999999999	-0.26433	18.353	1.10762	-12.323	-0.267113	17.25	1.107263	-11.599	-0.263236	16.854999999999997	1.108823	-11.68	-0.261546	19.21	1.14264	-25.142
-0.310134	15.915	1.202304	-24.788999999999998	-0.311861	15.737999999999998	1.190618	-22.944	-0.311363	16.706	1.182173	-23.924	-0.311985	16.132	1.18422	-22.540000000000003	-0.312715	18.389	1.179851	-22.678	-0.310415	17.328	1.179527	-21.506	-0.311525	16.909	1.179839	-21.774	-0.305232	19.743	1.195238	-33.550999999999995
-0.358021	16.005	1.247701	-32.99	-0.357426	15.848	1.241746	-31.204	-0.359259	16.804	1.234771	-32.942	-0.354735	16.226999999999997	1.239583	-31.459	-0.351065	18.443	1.231402	-32.264	-0.353192	17.391000000000002	1.234709	-31.064	-0.359697	16.979000000000003	1.230847	-31.34	-0.348989	20.266	1.240984	-42.441
-0.401012	16.081000000000003	1.285735	-41.952000000000005	-0.403174	15.947	1.282167	-39.606	-0.397611	16.896	1.275981	-42.292	-0.402217	16.323	1.283288	-40.483	-0.404103	18.53	1.271587	-42.071999999999996	-0.401032	17.474	1.278655	-40.766	-0.397901	17.024	1.270104	-41.202999999999996	-0.39591	20.922	1.283305	-52.297000000000004
-0.443402	16.189	1.319289	-51.815	-0.448907	16.055	1.324381	-49.660000000000004	-0.44518	17.011	1.311906	-52.644000000000005	-0.444524	16.436	1.320338	-50.096000000000004	-0.447205	18.592000000000002	1.307036	-52.706	-0.448459	17.551000000000002	1.314008	-50.546	-0.445876	17.103	1.306769	-52.422999999999995	-0.443021	21.562	1.316207	-61.741
-0.491816	16.242	1.348558	-62.489000000000004	-0.494644	16.177	1.358597	-60.064	-0.493079	17.115	1.343832	-64.051	-0.486978	16.531	1.356709	-60.813	-0.490408	18.662000000000003	1.339347	-64.138	-0.486322	17.636	1.349126	-61.351000000000006	-0.493418	17.177	1.337391	-64.18	-0.485196	22.218999999999998	1.349388	-72.15
-0.533184	16.347	1.378285	-74.274	-0.534575	16.279	1.387931	-70.634	-0.535065	17.221	1.372666	-76.155	-0.538217	16.671	1.387578	-71.684	-0.532953	18.745	1.370851	-76.481	-0.538843	17.706	1.382918	-72.89800000000001	-0.535192	17.243000000000002	1.366195	-76.695	-0.523842	22.845000000000002	1.385837	-84.21
