B8__NOcTiO2_ptaa__p1__1.0Sun__Rv__scan0	B8__NOcTiO2_ptaa__p1__1.0Sun__Rv__scan0	B8__NOcTiO2_ptaa__p1__1.0Sun__Fw__scan0	B8__NOcTiO2_ptaa__p1__1.0Sun__Fw__scan0	B8__NOcTiO2_ptaa__p2__1.0Sun__Rv__scan0	B8__NOcTiO2_ptaa__p2__1.0Sun__Rv__scan0	B8__NOcTiO2_ptaa__p2__1.0Sun__Fw__scan0	B8__NOcTiO2_ptaa__p2__1.0Sun__Fw__scan0	B8__NOcTiO2_ptaa__p3__1.0Sun__Rv__scan0	B8__NOcTiO2_ptaa__p3__1.0Sun__Rv__scan0	B8__NOcTiO2_ptaa__p3__1.0Sun__Fw__scan0	B8__NOcTiO2_ptaa__p3__1.0Sun__Fw__scan0	B8__NOcTiO2_ptaa__p4__1.0Sun__Rv__scan0	B8__NOcTiO2_ptaa__p4__1.0Sun__Rv__scan0	B8__NOcTiO2_ptaa__p4__1.0Sun__Fw__scan0	B8__NOcTiO2_ptaa__p4__1.0Sun__Fw__scan0	B8__NOcTiO2_ptaa__p5__1.0Sun__Rv__scan0	B8__NOcTiO2_ptaa__p5__1.0Sun__Rv__scan0	B8__NOcTiO2_ptaa__p5__1.0Sun__Fw__scan0	B8__NOcTiO2_ptaa__p5__1.0Sun__Fw__scan0	B8__NOcTiO2_ptaa__p6__1.0Sun__Rv__scan0	B8__NOcTiO2_ptaa__p6__1.0Sun__Rv__scan0	B8__NOcTiO2_ptaa__p6__1.0Sun__Fw__scan0	B8__NOcTiO2_ptaa__p6__1.0Sun__Fw__scan0	B8__NOcTiO2_ptaa__p7__1.0Sun__Rv__scan0	B8__NOcTiO2_ptaa__p7__1.0Sun__Rv__scan0	B8__NOcTiO2_ptaa__p7__1.0Sun__Fw__scan0	B8__NOcTiO2_ptaa__p7__1.0Sun__Fw__scan0	B8__NOcTiO2_ptaa__p8__1.0Sun__Rv__scan0	B8__NOcTiO2_ptaa__p8__1.0Sun__Rv__scan0	B8__NOcTiO2_ptaa__p8__1.0Sun__Fw__scan0	B8__NOcTiO2_ptaa__p8__1.0Sun__Fw__scan0
0.992098	-12.916	-0.056405	9.232000000000001	0.943014	-32.364999999999995	-0.076524	9.687	0.993051	-7.188	-0.057386	9.963	0.98919	-10.992	-0.054331	8.071	0.999293	-11.006	-0.055674	10.388	0.990067	-21.125	-0.05791	9.835999999999999	0.967193	-13.476999999999999	-0.057072	11.745000000000001	0.993406	-21.456	-0.079002	12.676
0.952066	-9.249	-0.013019	8.859	0.911936	-32.160000000000004	-0.032613	7.868	0.947621	-4.048	-0.010229	9.556000000000001	0.944827	-8.356	-0.010205	7.851999999999999	0.952989	-7.611	-0.011436	10.116999999999999	0.952268	-17.794	-0.010756	9.381	0.899548	-7.365	-0.014036	11.472	0.956261	-17.677	-0.030893	10.456
0.908312	-5.483	0.033448	8.206	0.873985	-31.016	0.01434	5.825	0.902214	-1.2730000000000001	0.035075	9.283	0.897162	-5.919	0.033915	7.594	0.911946	-3.748	0.036393	9.738	0.912318	-13.959	0.030665	8.928	0.862003	-4.114999999999999	0.03341	11.059	0.874489	-16.441000000000003	0.01199	8.558
0.859483	-2.132	0.077889	7.798	0.834419	-29.662000000000003	0.078268	4.981	0.857036	1.888	0.080436	8.944	0.852167	-3.343	0.080588	7.243	0.861199	-0.323	0.082446	9.413	0.852557	-11.19	0.071628	7.97	0.839171	-2.2560000000000002	0.083456	10.569	0.80558	-17.134	0.057907	6.395
0.808357	0.653	0.125187	7.183	0.786827	-28.512	0.113295	3.8649999999999998	0.802562	4.54	0.126031	8.621	0.80503	-0.571	0.128018	6.968	0.810143	2.5170000000000003	0.125308	9.214	0.808823	-8.302	0.116446	6.854	0.808998	0.515	0.125926	10.359	0.813407	-13.925999999999998	0.102442	4.169
0.754255	2.868	0.168892	6.71	0.733731	-27.739	0.128958	0.125	0.756346	6.978	0.171378	8.256	0.758196	1.878	0.174881	6.6610000000000005	0.725096	2.7390000000000003	0.170138	8.815999999999999	0.759791	-5.697	0.165978	6.0600000000000005	0.761985	3.1830000000000003	0.17161	9.976	0.758033	-11.381	0.147673	2.333
0.713286	5.348000000000001	0.215158	6.018	0.703812	-25.994	0.151246	-5.008	0.703405	8.954	0.216839	7.925	0.707152	3.972	0.218286	6.442	0.719821	5.729	0.219206	8.344000000000001	0.664323	-6.9430000000000005	0.203924	4.758	0.703903	5.014	0.217136	9.561	0.703104	-9.559	0.19914	0.606
0.649579	6.436	0.257463	5.438	0.652744	-24.695	0.218597	-16.282999999999998	0.651843	10.229000000000001	0.261933	7.5249999999999995	0.655153	5.639	0.260601	6.173	0.655925	7.138	0.261466	8.078999999999999	0.649495	-5.819	0.281388	6.105	0.669951	7.537	0.26254	9.136	0.65987	-7.626	0.238983	-1.591
0.613198	8.171	0.302796	4.785	0.604597	-23.602	0.272102	-27.16	0.60759	11.229	0.306779	7.101999999999999	0.60537	6.588	0.310109	5.662999999999999	0.610337	8.904	0.305765	7.669	0.621655	-3.048	0.315143	6.377	0.618121	9.863999999999999	0.307026	8.663	0.593339	-7.512	0.272994	-4.19
0.560849	9.291	0.343626	4.2	0.570603	-21.729	0.323619	-37.518	0.558079	12.132	0.349291	6.736	0.562357	7.882	0.352395	5.414000000000001	0.559379	9.783999999999999	0.349361	7.172000000000001	0.530355	-4.3740000000000006	0.35343	5.91	0.563567	11.134	0.34589	8.319	0.562264	-6.204000000000001	0.31057	-7.56
0.517061	10.777999999999999	0.387269	3.108	0.532673	-18.996	0.386661	-46.036	0.509219	12.737	0.390991	6.305	0.518968	8.85	0.393838	5.033	0.513576	11.125	0.395013	6.563000000000001	0.543038	-0.8069999999999999	0.369629	3.9	0.47166	8.822999999999999	0.392601	7.511	0.516067	-4.915	0.40662	-7.327
0.449531	10.43	0.431877	2.075	0.471455	-17.614	0.436197	-54.424	0.462441	13.159	0.438318	5.577	0.465834	9.776	0.434721	4.587	0.468271	12.113000000000001	0.437043	6.065	0.359013	-8.335	0.416706	1.606	0.470689	9.857	0.436039	6.853	0.480447	-2.798	0.467491	-5.281
0.418579	11.010000000000002	0.479203	1.3	0.428924	-16.389	0.484704	-62.4	0.41515	13.544	0.48056	5.153	0.421462	10.274999999999999	0.481864	3.915	0.419114	12.818	0.481005	5.351	0.470508	-1.6360000000000001	0.47788	0.772	0.435637	11.875	0.479253	6.176	0.44428	-0.356	0.511442	-3.787
0.373625	11.611	0.52774	0.5670000000000001	0.369036	-15.657	0.536695	-69.79599999999999	0.366072	13.919	0.5264	4.36	0.37024	10.994	0.525702	3.362	0.373764	13.556000000000001	0.520526	4.2940000000000005	0.487539	1.485	0.531354	0.49	0.380108	13.064	0.521681	5.466	0.399329	2.458	0.552535	-2.5170000000000003
0.328027	12.337000000000002	0.571389	-0.228	0.323002	-15.402000000000001	0.582019	-75.834	0.323351	14.088	0.571125	3.729	0.313428	10.959999999999999	0.570106	2.863	0.32691	14.213	0.568031	3.4659999999999997	0.39128	6.57	0.570596	-0.163	0.333006	14.066	0.570119	4.388000000000001	0.313666	1.845	0.579008	-2.712
0.274063	12.807	0.614286	-1.012	0.273688	-15.424999999999999	0.630092	-81.271	0.275873	14.312999999999999	0.615198	3.016	0.27764	11.328	0.617129	2.041	0.276962	14.597000000000001	0.61567	2.633	0.244318	10.85	0.61575	-0.83	0.283585	14.988	0.612981	3.6029999999999998	0.306696	4.255	0.625041	-2.908
0.239559	13.625	0.66091	-1.57	0.237843	-14.831999999999999	0.672267	-85.412	0.228306	14.49	0.661716	2.0730000000000004	0.233339	11.865	0.662387	1.346	0.232281	15.044	0.662326	1.7129999999999999	0.226259	11.004999999999999	0.655409	-2.314	0.231024	15.235	0.655317	2.417	0.244209	5.538	0.659903	-3.542
0.193268	14.302	0.70769	-2.4819999999999998	0.203621	-13.321	0.710903	-90.408	0.184841	14.618	0.705242	1.274	0.188878	12.370000000000001	0.706026	0.5670000000000001	0.186398	15.363999999999999	0.704855	0.861	0.18835	11.546000000000001	0.702097	-3.298	0.18635	15.703999999999999	0.698634	1.328	0.190073	6.328	0.697248	-5.132000000000001
0.145456	14.825	0.739481	-4.157	0.163943	-11.525	0.765181	-96.446	0.13707	14.759	0.747454	0.36200000000000004	0.140979	12.638	0.748638	-0.325	0.138481	15.572000000000001	0.740719	-0.49799999999999994	0.134468	11.207	0.743394	-4.68	0.141553	16.148	0.743816	-0.04	0.172021	8.667	0.735243	-7.078
0.095976	15.26	0.790677	-5.122	0.131955	-8.411	0.804009	-101.32900000000001	0.097918	14.834	0.790888	-0.832	0.093133	12.795000000000002	0.790412	-1.643	0.096503	15.779000000000002	0.789893	-1.991	0.104928	11.965	0.791336	-5.92	0.099845	16.468	0.787754	-1.441	0.109186	9.899	0.781756	-8.807
0.050447	15.536	0.836743	-6.4479999999999995	0.102201	-4.211	0.849408	-107.44800000000001	0.051122	14.945	0.835766	-2.25	0.051521	12.905	0.83655	-3.019	0.050953	15.943	0.826878	-3.649	0.061233	13.043000000000001	0.832096	-7.621	0.052751	16.91	0.82953	-2.9810000000000003	0.069788	11.419	0.82856	-10.904
0.009404	15.719000000000001	0.880409	-7.6	0.031318	5.988	0.901378	-113.372	0.004715	15.045	0.876581	-3.594	0.01088	13.001000000000001	0.878648	-4.105	0.009802	16.089	0.870379	-5.787	0.021466	14.003	0.877539	-8.883000000000001	0.008898	17.078	0.872522	-4.7410000000000005	0.027154	13.377	0.870652	-12.951
-0.040234	15.995	0.919635	-9.467	-0.038445	14.058	0.939826	-118.019	-0.041877	15.129	0.917197	-5.243	-0.039443	13.14	0.916351	-5.868	-0.040971	16.249	0.914202	-7.96	-0.030941	15.149	0.914563	-10.801	-0.035248	17.228	0.914298	-6.572	-0.015464	15.299999999999999	0.902823	-15.755
-0.082054	16.152	0.960806	-11.532	-0.098371	18.378999999999998	0.988831	-123.829	-0.083693	15.225999999999999	0.961175	-7.4110000000000005	-0.085628	13.216999999999999	0.959529	-7.548	-0.082449	16.343	0.962725	-9.381	-0.072323	16.037	0.962261	-12.666	-0.084448	17.385	0.952907	-8.985999999999999	-0.057763	17.236	0.956394	-18.035
-0.127879	16.329	1.003147	-13.509	-0.15278	19.054000000000002	1.030917	-129.416	-0.130327	15.280999999999999	1.004099	-9.626	-0.127014	13.292	1.001013	-9.691	-0.129467	16.436	1.003978	-11.741	-0.119423	16.846	1.004883	-14.501999999999999	-0.129357	17.519	0.994499	-11.753	-0.12275	18.205	0.990502	-21.312
-0.176139	16.369999999999997	1.041302	-16.164	-0.157061	20.563000000000002	1.070319	-133.114	-0.172676	15.363	1.043428	-11.859	-0.17287	13.385	1.045733	-12.123	-0.176759	16.471	1.043229	-14.314	-0.166774	17.665	1.039773	-17.305	-0.169956	17.614	1.035021	-14.995	-0.165951	18.999	1.046631	-23.596
-0.221498	16.573	1.08794	-18.939	-0.191894	22.72	1.076932	-132.605	-0.220018	15.441	1.090333	-14.622	-0.220219	13.562	1.092701	-14.751999999999999	-0.220217	16.552999999999997	1.081419	-17.361	-0.206699	18.639	1.07341	-21.025	-0.220547	17.785	1.085453	-17.942	-0.201733	20.311	1.078559	-27.029999999999998
-0.265662	16.51	1.147001	-20.393	-0.231794	25.589000000000002	1.08072	-132.311	-0.267117	15.559	1.137496	-16.608999999999998	-0.26729	13.738999999999999	1.133537	-17.451999999999998	-0.268265	16.607	1.124744	-20.764000000000003	-0.254606	19.366	1.120064	-24.497999999999998	-0.26327	17.908	1.132265	-20.759	-0.236374	22.796	1.122997	-30.268
-0.312596	16.604	1.17777	-23.227999999999998	-0.262491	29.194000000000003	1.085082	-131.995	-0.310367	15.626000000000001	1.184205	-18.998	-0.309142	13.971	1.178026	-20.26	-0.307104	16.644	1.172408	-23.848000000000003	-0.314523	19.218	1.173315	-27.453000000000003	-0.308612	18.241	1.169019	-24.082	-0.271129	25.628999999999998	1.181094	-32.461
-0.339095	17.524	1.241937	-24.262	-0.444549	22.348	1.100638	-130.78699999999998	-0.352556	15.755999999999998	1.229818	-21.133	-0.354306	14.301	1.226225	-22.738	-0.359746	16.743000000000002	1.224072	-26.125	-0.367576	18.46	1.204075	-31.266000000000002	-0.354985	18.473	1.209583	-27.401	-0.335712	27.278	1.207425	-36.318000000000005
-0.401444	17.929000000000002	1.277395	-25.974	-0.421029	22.715	1.110027	-130.082	-0.404239	15.921000000000001	1.278767	-22.959	-0.398725	14.678	1.274549	-24.793	-0.403171	16.76	1.272525	-28.273	-0.383876	19.754	1.26336	-34.408	-0.400513	18.71	1.26745	-29.713	-0.382601	28.512	1.318123	-34.868
-0.440909	18.199	1.320702	-28.247999999999998	-0.432441	23.648	1.117713	-129.48499999999999	-0.446391	16.037	1.319748	-25.021	-0.443028	15.100000000000001	1.313367	-27.211	-0.44171	16.820999999999998	1.31842	-30.273	-0.452153	19.276	1.304691	-37.382	-0.440825	19.022000000000002	1.30311	-32.775	-0.43263	29.823	1.317207	-37.159
-0.484174	18.588	1.3798	-29.285	-0.464592	25.88	1.121933	-129.179	-0.488104	16.195	1.368733	-26.78	-0.486166	15.533999999999999	1.342371	-30.738000000000003	-0.494714	16.886000000000003	1.368994	-32.318	-0.490449	19.279999999999998	1.367554	-39.224000000000004	-0.490525	19.379	1.347871	-36.536	-0.479844	30.628	1.368969	-39.156000000000006
-0.532007	18.949	1.405504	-31.773000000000003	-0.523516	26.4	1.12446	-128.973	-0.533824	16.357	1.416948	-28.335	-0.527972	15.948	1.423241	-31.895	-0.538787	16.907	1.432524	-32.765	-0.533826	19.676	1.427248	-39.909	-0.529434	19.643	1.389888	-40.161	-0.528356	31.326	1.416747	-40.678
