B9__NOcTiO2_spiro__p1__1.0Sun__Rv__scan0	B9__NOcTiO2_spiro__p1__1.0Sun__Rv__scan0	B9__NOcTiO2_spiro__p1__1.0Sun__Fw__scan0	B9__NOcTiO2_spiro__p1__1.0Sun__Fw__scan0	B9__NOcTiO2_spiro__p2__1.0Sun__Rv__scan0	B9__NOcTiO2_spiro__p2__1.0Sun__Rv__scan0	B9__NOcTiO2_spiro__p2__1.0Sun__Fw__scan0	B9__NOcTiO2_spiro__p2__1.0Sun__Fw__scan0	B9__NOcTiO2_spiro__p3__1.0Sun__Rv__scan0	B9__NOcTiO2_spiro__p3__1.0Sun__Rv__scan0	B9__NOcTiO2_spiro__p3__1.0Sun__Fw__scan0	B9__NOcTiO2_spiro__p3__1.0Sun__Fw__scan0	B9__NOcTiO2_spiro__p4__1.0Sun__Rv__scan0	B9__NOcTiO2_spiro__p4__1.0Sun__Rv__scan0	B9__NOcTiO2_spiro__p4__1.0Sun__Fw__scan0	B9__NOcTiO2_spiro__p4__1.0Sun__Fw__scan0	B9__NOcTiO2_spiro__p5__1.0Sun__Rv__scan0	B9__NOcTiO2_spiro__p5__1.0Sun__Rv__scan0	B9__NOcTiO2_spiro__p5__1.0Sun__Fw__scan0	B9__NOcTiO2_spiro__p5__1.0Sun__Fw__scan0	B9__NOcTiO2_spiro__p6__1.0Sun__Rv__scan0	B9__NOcTiO2_spiro__p6__1.0Sun__Rv__scan0	B9__NOcTiO2_spiro__p6__1.0Sun__Fw__scan0	B9__NOcTiO2_spiro__p6__1.0Sun__Fw__scan0	B9__NOcTiO2_spiro__p7__1.0Sun__Rv__scan0	B9__NOcTiO2_spiro__p7__1.0Sun__Rv__scan0	B9__NOcTiO2_spiro__p7__1.0Sun__Fw__scan0	B9__NOcTiO2_spiro__p7__1.0Sun__Fw__scan0	B9__NOcTiO2_spiro__p8__1.0Sun__Rv__scan0	B9__NOcTiO2_spiro__p8__1.0Sun__Rv__scan0	B9__NOcTiO2_spiro__p8__1.0Sun__Fw__scan0	B9__NOcTiO2_spiro__p8__1.0Sun__Fw__scan0
0.945255	9.934999999999999	-0.050349	19.391	0.944648	9.261000000000001	-0.05626	18.72	0.946355	9.584	-0.054101	19.335	0.947084	6.257000000000001	-0.054212	18.018	0.945525	9.113	-0.055365	19.525000000000002	0.946581	7.723	-0.056291	18.37	0.942118	7.796	-0.056989	19.398	0.943926	9.189	-0.056988	18.846999999999998
0.922887	11.159	-0.008637	19.186	0.921275	10.508	-0.011236	18.491	0.921636	10.983	-0.008808	19.096999999999998	0.927672	7.6530000000000005	-0.009504	17.689	0.923633	10.444	-0.011827	19.287	0.924201	9.001999999999999	-0.007382	18.038999999999998	0.901967	10.229999999999999	-0.009062	19.016000000000002	0.921331	10.482	-0.008376	18.607
0.884616	13.04	0.036931	18.904	0.884382	12.258	0.036768	18.175	0.886278	12.702	0.03609	18.825000000000003	0.887839	9.702	0.034353	17.319000000000003	0.885567	12.444	0.034961	18.994	0.883732	11.16	0.033105	17.801000000000002	0.876314	11.524	0.03506	18.737000000000002	0.885105	12.211	0.035221	18.358
0.838887	14.682	0.077926	18.639	0.836965	13.945	0.080621	17.874000000000002	0.837055	14.463000000000001	0.080223	18.509	0.842264	11.667	0.077636	16.903000000000002	0.836758	14.356	0.077229	18.706	0.838894	12.952	0.080962	17.374000000000002	0.833354	12.655	0.078783	18.367	0.838374	13.927999999999999	0.079171	18.09
0.78746	15.995	0.12659	18.191	0.784265	15.24	0.123611	17.535999999999998	0.785918	15.751000000000001	0.124091	18.138	0.790442	13.136999999999999	0.12393	16.355	0.789659	15.691	0.123411	18.325999999999997	0.789472	14.4	0.124136	16.959	0.788032	13.952000000000002	0.126001	17.907	0.78666	15.243	0.121785	17.773
0.735461	16.907	0.17062	17.793	0.736336	16.074	0.167569	17.105999999999998	0.737647	16.5	0.170888	17.649	0.741408	14.187999999999999	0.166189	15.831000000000001	0.739611	16.72	0.165702	17.937	0.739493	15.485000000000001	0.167213	16.474	0.728637	14.243	0.168407	17.455	0.737222	16.13	0.167856	17.34
0.689476	17.517000000000003	0.21427	17.267999999999997	0.687728	16.702	0.215985	16.497	0.684739	16.858999999999998	0.213662	17.173000000000002	0.68929	15.014	0.211187	15.173	0.691407	17.472	0.214347	17.362	0.691216	16.226999999999997	0.21335	15.82	0.685996	14.711	0.210767	16.933	0.693462	16.719	0.216278	16.8
0.642	18.037000000000003	0.260138	16.635	0.64586	17.15	0.259848	15.952000000000002	0.64746	17.691	0.256604	16.602	0.644113	15.620999999999999	0.255633	14.395	0.641928	18.063	0.261944	16.708000000000002	0.645137	16.804	0.258493	15.110999999999999	0.642311	15.084	0.255736	16.23	0.644258	17.261	0.260376	16.26
0.593333	18.431	0.301311	16.061	0.594737	17.6	0.302308	15.315000000000001	0.596155	18.159000000000002	0.30187	15.871	0.598725	16.230999999999998	0.299291	13.572000000000001	0.594571	18.491	0.304926	16.102999999999998	0.593699	17.315	0.299338	14.427999999999999	0.59208	15.318999999999999	0.299455	15.433	0.593935	17.689	0.302972	15.632
0.547821	18.733	0.344719	15.24	0.551081	17.912999999999997	0.347418	14.463000000000001	0.552112	18.49	0.346239	15.020999999999999	0.551176	16.637	0.344885	12.568	0.550542	18.796	0.346619	15.419	0.549456	17.662	0.345795	13.408	0.548224	15.671000000000001	0.34544	14.433	0.551159	17.999000000000002	0.348421	14.829
0.501868	18.988000000000003	0.38696	14.392999999999999	0.506568	18.161	0.391615	13.520000000000001	0.50117	18.831	0.389186	14.122	0.502322	16.979999999999997	0.386643	11.612	0.506219	19.075000000000003	0.390728	14.516	0.50472	17.954	0.387983	12.467	0.511337	16.535999999999998	0.38709	13.492	0.506098	18.248	0.389574	14.052999999999999
0.456016	19.24	0.43135	13.268	0.455763	18.407	0.433266	12.577	0.458579	19.029999999999998	0.434238	12.971	0.460793	17.236	0.430439	10.453000000000001	0.454695	19.373	0.433313	13.549	0.458643	18.199	0.431622	11.327	0.466511	17.277	0.430634	12.277	0.453345	18.508	0.436104	12.928
0.414018	19.401000000000003	0.47503	12.09	0.407838	18.629	0.475624	11.435	0.4116	19.255000000000003	0.475222	11.9	0.410178	17.503	0.475714	9.081000000000001	0.411213	19.546999999999997	0.476223	12.451	0.411948	18.435	0.474333	10.103	0.41425	17.791999999999998	0.473548	10.731	0.409608	18.697	0.476323	11.974
0.367471	19.59	0.519827	10.64	0.363435	18.791999999999998	0.517007	10.245000000000001	0.362267	19.326	0.519117	10.501999999999999	0.367845	17.677	0.517121	7.828	0.362923	19.737000000000002	0.518273	11.251000000000001	0.364288	18.621	0.51868	8.667	0.369208	18.117	0.513859	9.360999999999999	0.366079	18.863999999999997	0.517466	10.793000000000001
0.320486	19.744	0.564006	9.129	0.319381	18.931	0.560058	8.815999999999999	0.318251	19.415000000000003	0.562366	9.025	0.321755	17.889	0.560528	6.335	0.318748	19.864	0.562064	9.827	0.321697	18.769000000000002	0.559319	7.342	0.316661	18.218999999999998	0.561676	7.85	0.316931	19.031	0.560005	9.450999999999999
0.273017	19.865000000000002	0.604322	7.739	0.275101	19.061	0.604895	7.168	0.275554	19.596	0.602172	7.654	0.274445	18.085	0.603219	4.77	0.274643	19.988	0.604949	8.318000000000001	0.274491	18.921	0.604445	5.627	0.282814	18.661	0.603991	6.252	0.27276	19.126	0.60447	7.854
0.229477	19.98	0.648893	5.8580000000000005	0.225869	19.215	0.647318	5.585	0.228456	19.773	0.648263	5.662999999999999	0.231577	18.229	0.647665	3.044	0.230356	20.107	0.649657	6.5760000000000005	0.231058	19.048	0.649482	3.786	0.232198	18.91	0.646751	4.324	0.232968	19.220000000000002	0.648144	6.2059999999999995
0.185714	20.019	0.692627	3.9579999999999997	0.18575	19.276999999999997	0.692303	3.7100000000000004	0.185243	19.849	0.689507	4.006	0.184856	18.397	0.691298	1.287	0.181291	20.232	0.692011	4.904999999999999	0.182854	19.14	0.691349	2.143	0.18729	19.262	0.68932	2.4610000000000003	0.184628	19.317999999999998	0.69029	4.5729999999999995
0.13745	20.131	0.735398	2.061	0.137788	19.351	0.736748	1.784	0.143034	19.959	0.731773	1.691	0.137933	18.534	0.736581	-0.67	0.144373	20.285999999999998	0.738105	2.801	0.139871	19.241	0.73753	0.058	0.143419	19.597	0.733436	0.34600000000000003	0.138653	19.403	0.736587	2.4589999999999996
0.093611	20.204	0.777285	0.12300000000000001	0.095898	19.424	0.782991	-0.37	0.095426	20.046000000000003	0.777431	-0.32699999999999996	0.100179	18.608	0.779374	-2.487	0.094735	20.38	0.781439	0.805	0.09236	19.336	0.781016	-1.847	0.098363	19.833	0.777561	-1.7650000000000001	0.096907	19.452	0.78018	0.523
0.049806	20.239	0.822595	-2.255	0.053967	19.477999999999998	0.826224	-2.3939999999999997	0.048368	20.132	0.823659	-2.665	0.048471	18.767	0.823886	-4.523	0.054095	20.428	0.823682	-1.248	0.049392	19.386	0.824327	-3.786	0.047963	20.064999999999998	0.818211	-4.146000000000001	0.050752	19.526999999999997	0.825313	-1.647
0.00123	20.29	0.865392	-4.5329999999999995	0.002476	19.541	0.866833	-4.306	0.005538	20.182	0.866544	-4.930000000000001	0.006349	18.86	0.867591	-6.621	0.004269	20.502	0.865826	-3.506	0.006464	19.455	0.867596	-5.885	0.01084	20.149	0.862244	-6.74	0.009179	19.576	0.869087	-3.913
-0.037905	20.330000000000002	0.906825	-6.896	-0.040096	19.576	0.910528	-6.712	-0.042274	20.233999999999998	0.908635	-7.3629999999999995	-0.041104	18.98	0.909991	-8.779	-0.036816	20.54	0.907568	-6.046	-0.041092	19.538	0.910107	-8.056000000000001	-0.040052	20.311	0.90707	-9.209	-0.041812	19.643	0.908358	-5.934
-0.087185	20.393	0.950923	-9.782	-0.082264	19.618	0.950727	-8.978	-0.086002	20.29	0.95113	-10.133	-0.083756	19.056	0.953365	-11.259	-0.082301	20.608	0.947897	-8.713000000000001	-0.084042	19.588	0.953289	-10.515	-0.087191	20.423000000000002	0.952666	-12.01	-0.084016	19.665	0.951937	-8.651000000000002
-0.129783	20.415	0.99414	-12.736	-0.128988	19.678	0.993972	-11.741	-0.129594	20.307	0.995007	-13.173	-0.129595	19.174	0.995897	-13.824	-0.129238	20.660999999999998	0.988979	-11.689	-0.132073	19.649	0.995434	-13.082999999999998	-0.129539	20.519	0.986304	-15.395000000000001	-0.13349	19.712	0.992737	-11.269
-0.176778	20.441999999999997	1.034736	-15.564	-0.177698	19.718	1.037912	-14.671999999999999	-0.178576	20.375999999999998	1.038606	-16.257	-0.175845	19.267	1.040092	-16.668	-0.177457	20.7	1.032332	-15.019	-0.176375	19.698	1.039657	-15.952000000000002	-0.176274	20.615000000000002	1.037264	-18.499000000000002	-0.178301	19.749	1.035655	-14.239
-0.219184	20.480999999999998	1.078674	-18.683000000000003	-0.221505	19.724	1.084453	-17.798000000000002	-0.222104	20.382	1.081595	-19.219	-0.217483	19.381	1.085386	-19.574	-0.221564	20.753	1.078473	-18.601	-0.220707	19.724	1.084031	-18.811999999999998	-0.217269	20.771	1.08054	-21.438	-0.222737	19.787	1.082489	-17.534000000000002
-0.266512	20.512	1.12642	-21.876	-0.265418	19.749	1.127724	-20.447	-0.265891	20.441000000000003	1.126036	-22.085	-0.263242	19.488	1.129143	-22.183	-0.265821	20.761000000000003	1.124564	-21.8	-0.269645	19.773	1.129716	-21.607000000000003	-0.263358	20.902	1.124255	-24.657	-0.267602	19.810000000000002	1.131107	-20.702
-0.309046	20.539	1.172489	-24.495	-0.313478	19.804	1.177893	-23.305	-0.310022	20.461	1.175344	-24.909	-0.309671	19.611	1.178639	-25.102	-0.314151	20.820999999999998	1.173151	-24.777	-0.309093	19.812	1.17742	-24.209999999999997	-0.310569	20.945999999999998	1.180534	-27.015	-0.312386	19.845000000000002	1.176906	-23.342000000000002
-0.356725	20.577	1.224491	-27.279999999999998	-0.357515	19.809	1.222781	-25.624000000000002	-0.358952	20.497999999999998	1.223331	-27.477999999999998	-0.355361	19.735	1.224874	-27.519	-0.358237	20.863	1.219624	-27.316	-0.357876	19.837	1.222914	-26.512999999999998	-0.353435	21.03	1.224463	-29.522	-0.356918	19.864	1.224714	-25.939
-0.400207	20.596	1.26897	-29.906	-0.401252	19.824	1.268783	-28.247999999999998	-0.402966	20.514999999999997	1.267887	-30.237	-0.40145	19.874	1.272384	-29.851	-0.401832	20.93	1.263938	-30.033	-0.401785	19.885	1.269898	-29.067	-0.400544	21.107	1.269167	-31.957	-0.401043	19.895	1.266193	-28.465
-0.448583	20.656000000000002	1.306538	-33.055	-0.444691	19.872999999999998	1.306093	-31.146	-0.446091	20.569	1.302466	-33.446999999999996	-0.442463	20.056	1.309542	-32.541000000000004	-0.443365	21.107	1.305086	-33.355999999999995	-0.444821	19.986	1.30821	-31.925	-0.445695	21.33	1.307214	-34.952999999999996	-0.448602	19.967	1.304282	-31.597
-0.491658	20.763	1.34101	-37.254000000000005	-0.491225	19.966	1.341927	-34.994	-0.488829	20.669	1.33337	-37.618	-0.486334	20.332	1.34565	-36.13	-0.486391	21.448999999999998	1.336884	-37.504000000000005	-0.489299	20.258000000000003	1.342249	-35.569	-0.485768	21.937	1.341392	-38.978	-0.484582	20.077	1.336977	-35.478
-0.532456	21.003	1.360574	-41.675	-0.536217	20.191	1.373551	-39.711999999999996	-0.534252	20.912	1.347728	-41.634	-0.532269	20.855999999999998	1.379099	-40.61	-0.528509	22.232	1.370097	-43.1	-0.529483	20.806	1.376018	-40.472	-0.527725	22.407	1.38826	-45.678000000000004	-0.532022	20.400000000000002	1.364634	-40.114
