B5__cTiO2_spiro__p1__1.0Sun__Rv__scan0	B5__cTiO2_spiro__p1__1.0Sun__Rv__scan0	B5__cTiO2_spiro__p1__1.0Sun__Fw__scan0	B5__cTiO2_spiro__p1__1.0Sun__Fw__scan0	B5__cTiO2_spiro__p2__1.0Sun__Rv__scan0	B5__cTiO2_spiro__p2__1.0Sun__Rv__scan0	B5__cTiO2_spiro__p2__1.0Sun__Fw__scan0	B5__cTiO2_spiro__p2__1.0Sun__Fw__scan0	B5__cTiO2_spiro__p3__1.0Sun__Rv__scan0	B5__cTiO2_spiro__p3__1.0Sun__Rv__scan0	B5__cTiO2_spiro__p3__1.0Sun__Fw__scan0	B5__cTiO2_spiro__p3__1.0Sun__Fw__scan0	B5__cTiO2_spiro__p4__1.0Sun__Rv__scan0	B5__cTiO2_spiro__p4__1.0Sun__Rv__scan0	B5__cTiO2_spiro__p4__1.0Sun__Fw__scan0	B5__cTiO2_spiro__p4__1.0Sun__Fw__scan0	B5__cTiO2_spiro__p5__1.0Sun__Rv__scan0	B5__cTiO2_spiro__p5__1.0Sun__Rv__scan0	B5__cTiO2_spiro__p5__1.0Sun__Fw__scan0	B5__cTiO2_spiro__p5__1.0Sun__Fw__scan0	B5__cTiO2_spiro__p6__1.0Sun__Rv__scan0	B5__cTiO2_spiro__p6__1.0Sun__Rv__scan0	B5__cTiO2_spiro__p6__1.0Sun__Fw__scan0	B5__cTiO2_spiro__p6__1.0Sun__Fw__scan0	B5__cTiO2_spiro__p7__1.0Sun__Rv__scan0	B5__cTiO2_spiro__p7__1.0Sun__Rv__scan0	B5__cTiO2_spiro__p7__1.0Sun__Fw__scan0	B5__cTiO2_spiro__p7__1.0Sun__Fw__scan0	B5__cTiO2_spiro__p8__1.0Sun__Rv__scan0	B5__cTiO2_spiro__p8__1.0Sun__Rv__scan0	B5__cTiO2_spiro__p8__1.0Sun__Fw__scan0	B5__cTiO2_spiro__p8__1.0Sun__Fw__scan0
0.940609	14.357	-0.049945	19.738	0.939666	13.713	-0.055939	18.841	0.944203	14.767000000000001	-0.054009	20.562	0.944569	13.594999999999999	-0.051356	19.107	0.944757	15.029	-0.052932	21.479000000000003	0.945129	13.701	-0.04972	19.629	0.94409	14.069999999999999	-0.052124	20.006	0.943262	13.412	-0.054311	19.011
0.921787	15.144	-0.007749	19.691	0.919733	14.548	-0.011852	18.746	0.920044	15.921000000000001	-0.007135	20.454	0.920017	14.721	-0.003899	19.037	0.921016	16.267	-0.006879	21.398	0.921408	14.825	-0.007222	19.555	0.919759	15.203	-0.009998	19.947	0.917829	14.562000000000001	-0.009562	18.91
0.87882	16.706	0.03864	19.593	0.873253	16.173	0.036662	18.64	0.880668	17.369	0.03935	20.341	0.879935	16.147000000000002	0.034159	18.967000000000002	0.878919	17.968	0.034911	21.302999999999997	0.88273	16.298	0.035452	19.489	0.879703	16.657	0.03679	19.869999999999997	0.875924	16.002	0.035973	18.844
0.829727	17.798000000000002	0.080486	19.501	0.828593	17.125	0.08099	18.543	0.828187	18.613999999999997	0.081953	20.247	0.830986	17.262	0.085861	18.839000000000002	0.834728	19.146	0.080627	21.198	0.831607	17.57	0.082482	19.374	0.827101	17.904	0.083902	19.786	0.829441	17.06	0.081043	18.758
0.780965	18.532	0.126391	19.379	0.776382	17.843999999999998	0.125159	18.427	0.779268	19.344	0.128477	20.108999999999998	0.77773	18.015	0.12847	18.754	0.777872	20.117	0.126617	21.055	0.778634	18.369	0.129583	19.279999999999998	0.782333	18.603	0.130045	19.675	0.77847	17.774	0.130133	18.647000000000002
0.729851	19.035	0.173566	19.234	0.731661	18.247	0.171691	18.311999999999998	0.732662	19.828	0.171123	19.976	0.730905	18.443	0.170873	18.655	0.735943	20.592	0.172775	20.944999999999997	0.730842	18.869	0.171634	19.171	0.731909	19.118	0.173339	19.581999999999997	0.729138	18.270000000000003	0.174785	18.547
0.686507	19.348	0.216465	19.106	0.685162	18.541999999999998	0.222918	18.107000000000003	0.684567	20.157999999999998	0.219103	19.813000000000002	0.686664	18.75	0.219117	18.496	0.683268	21.014000000000003	0.221256	20.782	0.685462	19.18	0.220196	19.044999999999998	0.684251	19.489	0.217642	19.458	0.684359	18.553	0.223637	18.419
0.637855	19.585	0.26357	18.931	0.642363	18.742	0.264831	18.008	0.640328	20.396	0.267001	19.634999999999998	0.641844	18.958	0.26342	18.384999999999998	0.638084	21.259	0.265548	20.657999999999998	0.639345	19.412	0.263343	18.914	0.639856	19.709	0.267236	19.333	0.640718	18.749	0.26303	18.323
0.596936	19.729	0.310634	18.756999999999998	0.59435	18.9	0.310989	17.834	0.595043	20.567	0.310083	19.474999999999998	0.591117	19.11	0.311775	18.178	0.592292	21.448999999999998	0.309164	20.5	0.587886	19.591	0.31193	18.748	0.594891	19.894	0.311767	19.168	0.593003	18.911	0.311682	18.171
0.546702	19.897000000000002	0.353324	18.578	0.550331	19.029	0.361632	17.602	0.549053	20.698999999999998	0.352867	19.308	0.545058	19.243	0.356164	18.036	0.545838	21.596	0.357019	20.282	0.545303	19.735	0.354906	18.604	0.548937	20.024	0.35583	19.038	0.548659	19.049	0.355402	18.020999999999997
0.500817	19.980999999999998	0.399693	18.331	0.504512	19.081	0.402856	17.473	0.502654	20.801	0.399509	19.05	0.501213	19.34	0.399641	17.867	0.502696	21.697999999999997	0.396027	20.168	0.501195	19.802	0.397812	18.448	0.502968	20.144	0.399753	18.839000000000002	0.503819	19.129	0.398699	17.867
0.45713	20.07	0.441426	18.139	0.44666	19.177	0.443348	17.307	0.453673	20.89	0.441706	18.854	0.451006	19.395	0.443166	17.687	0.453299	21.784000000000002	0.443231	19.892	0.457578	19.871	0.44443	18.192	0.453817	20.204	0.443211	18.639	0.458904	19.202	0.438893	17.697999999999997
0.40878	20.136000000000003	0.48626	17.834	0.409607	19.227	0.491701	16.983	0.404508	20.95	0.487276	18.572000000000003	0.410946	19.459	0.490433	17.385	0.408578	21.864	0.490548	19.612000000000002	0.407891	19.938000000000002	0.487193	17.997	0.40354	20.309	0.488766	18.37	0.412538	19.276	0.485835	17.425
0.364459	20.187	0.529583	17.520999999999997	0.362111	19.255000000000003	0.530469	16.811	0.365179	20.992	0.530882	18.276	0.360431	19.490000000000002	0.531913	17.197	0.363112	21.89	0.530957	19.387999999999998	0.363408	20.0	0.533096	17.697	0.362788	20.329	0.528715	18.161	0.362655	19.331999999999997	0.528538	17.193
0.320214	20.202	0.572386	17.182	0.31416	19.309	0.571929	16.519	0.320444	21.026	0.574466	17.971999999999998	0.319907	19.529	0.575927	16.903000000000002	0.318162	21.938	0.574865	19.061	0.318895	20.029999999999998	0.577945	17.375999999999998	0.322367	20.374	0.575937	17.756999999999998	0.322489	19.359	0.574347	16.848
0.271758	20.278000000000002	0.622042	16.627	0.271341	19.324	0.616879	16.119	0.275698	21.072	0.620647	17.506	0.273992	19.556	0.619019	16.541	0.2729	21.981	0.621949	18.586	0.268465	20.073	0.618352	17.076999999999998	0.271838	20.423000000000002	0.618404	17.373	0.27235	19.400000000000002	0.615751	16.537
0.22722	20.272	0.663534	16.189	0.223163	19.359	0.660752	15.658999999999999	0.226054	21.1	0.662727	17.084	0.228465	19.586	0.665106	16.035	0.227248	22.008	0.664397	18.138	0.228811	20.099	0.665138	16.506	0.225767	20.441999999999997	0.663321	16.834	0.227117	19.432000000000002	0.663648	15.943
0.183035	20.316000000000003	0.703667	15.624	0.180243	19.372	0.703647	15.093	0.181287	21.134	0.706795	16.421000000000003	0.178774	19.587	0.710045	15.419	0.182237	22.019000000000002	0.705171	17.559	0.184156	20.111	0.710232	15.808	0.180393	20.476000000000003	0.706994	16.154000000000003	0.181272	19.421999999999997	0.705948	15.369000000000002
0.144235	20.337999999999997	0.748906	14.674	0.142064	19.382	0.748312	14.213999999999999	0.142109	21.125	0.749298	15.609	0.1401	19.598000000000003	0.748903	14.761	0.13975	22.047	0.750571	16.576	0.140722	20.118000000000002	0.749766	15.063	0.141056	20.493000000000002	0.74862	15.332	0.135997	19.467000000000002	0.753358	14.357
0.091626	20.348000000000003	0.792411	13.494000000000002	0.096397	19.355	0.794894	12.996	0.093894	21.147	0.792658	14.459	0.096556	19.621	0.792559	13.629000000000001	0.096975	22.049	0.791119	15.453	0.09245	20.133000000000003	0.792548	13.901	0.093762	20.512	0.788706	14.248999999999999	0.095125	19.454	0.791334	13.431000000000001
0.048865	20.365000000000002	0.832897	12.123	0.051	19.397000000000002	0.838426	11.545	0.05025	21.145	0.83345	13.056	0.047751	19.618	0.833663	12.285	0.049806	22.061	0.834281	13.834000000000001	0.053705	20.144	0.832537	12.532	0.050433	20.512	0.832063	12.709	0.048954	19.477	0.83331	11.981
0.005939	20.355999999999998	0.873248	10.362	0.005505	19.411	0.875523	10.005	0.002224	21.147	0.870643	11.431999999999999	0.004192	19.632	0.871911	10.714	0.006896	22.074	0.871551	12.147	0.000577	20.139	0.872443	10.763	0.00762	20.53	0.872147	10.895999999999999	0.007032	19.455	0.877728	9.982
-0.036851	20.368000000000002	0.913048	8.206	-0.035429	19.391	0.918087	7.706	-0.041283	21.16	0.912519	9.094	-0.044386	19.623	0.915131	8.413	-0.040344	22.064	0.910827	9.861	-0.03805	20.14	0.911721	8.641	-0.040383	20.541	0.914499	8.466	-0.03886	19.48	0.913158	8.17
-0.089193	20.375	0.952075	5.644	-0.084962	19.413	0.957491	5.197	-0.084398	21.149	0.951523	6.446999999999999	-0.082947	19.637999999999998	0.955098	5.883	-0.087696	22.083	0.952001	6.936	-0.086221	20.146	0.950685	6.091	-0.088136	20.546	0.952802	5.884	-0.085233	19.477	0.953613	5.55
-0.127675	20.371	0.989752	2.678	-0.12716	19.383000000000003	0.991722	2.7039999999999997	-0.132864	21.165	0.988866	3.411	-0.131964	19.629	0.99184	3.133	-0.131403	22.06	0.988632	3.9189999999999996	-0.130178	20.156	0.991803	2.904	-0.131544	20.525000000000002	0.989606	2.92	-0.127071	19.480999999999998	0.991239	2.747
-0.176828	20.375999999999998	1.02858	-0.893	-0.184532	19.418000000000003	1.029371	-0.5519999999999999	-0.177491	21.176000000000002	1.027577	-0.277	-0.175848	19.634	1.032209	-0.374	-0.175065	22.086000000000002	1.026471	0.289	-0.178852	20.137999999999998	1.030076	-0.5289999999999999	-0.17505	20.555	1.027638	-0.627	-0.173273	19.472	1.028525	-0.451
-0.225492	20.397	1.066818	-4.861	-0.221232	19.408	1.067121	-4.164000000000001	-0.221485	21.166999999999998	1.067481	-4.601	-0.224707	19.627	1.070259	-4.095	-0.223955	22.081	1.065785	-3.968	-0.22246	20.17	1.070307	-4.572	-0.223936	20.542	1.065065	-4.579	-0.221988	19.484	1.068809	-4.364
-0.264545	20.395	1.145163	-14.331999999999999	-0.268185	19.41	1.100731	-8.947000000000001	-0.265555	21.172	1.143841	-14.269	-0.263804	19.650000000000002	1.110558	-8.401	-0.263346	22.087	1.144066	-13.783	-0.266428	20.164	1.14947	-13.721	-0.263141	20.545	1.144668	-14.304	-0.267302	19.486	1.151082	-13.58
-0.313702	20.391	1.210294	-22.471999999999998	-0.320357	19.421999999999997	1.193066	-19.321	-0.314888	21.175	1.206286	-22.603	-0.313033	19.619	1.18989	-17.79	-0.312067	22.091	1.20601	-21.912000000000003	-0.310338	20.163	1.209509	-20.906000000000002	-0.312184	20.54	1.207606	-22.264	-0.317841	19.491	1.210236	-20.459999999999997
-0.357272	20.389999999999997	1.255113	-28.206	-0.35749	19.415000000000003	1.256639	-26.05	-0.354186	21.168	1.253841	-29.145	-0.356705	19.651	1.255668	-25.680999999999997	-0.360916	22.1	1.25664	-28.625	-0.359674	20.149	1.256235	-26.631999999999998	-0.360827	20.552	1.255967	-28.403000000000002	-0.358453	19.477	1.253749	-25.706
-0.401407	20.389	1.300709	-34.215	-0.404927	19.404	1.295588	-30.973	-0.403492	21.177	1.300389	-35.818000000000005	-0.405806	19.648	1.300066	-31.381	-0.400309	22.084	1.299584	-34.494	-0.402831	20.152	1.302162	-32.398999999999994	-0.399998	20.552	1.301617	-34.374	-0.403718	19.48	1.3004	-31.514
-0.445264	20.389999999999997	1.344839	-40.603	-0.452003	19.433	1.343631	-37.328	-0.447906	21.171	1.345193	-42.868	-0.444447	19.64	1.344524	-37.446	-0.449377	22.09	1.347632	-41.222	-0.446885	20.194	1.341885	-38.264	-0.448537	20.545	1.345172	-40.491	-0.448498	19.504	1.345705	-37.672999999999995
-0.49243	20.410999999999998	1.387529	-47.879	-0.488544	19.427	1.390939	-44.325	-0.490681	21.180999999999997	1.388889	-50.696999999999996	-0.492431	19.644	1.389442	-44.227000000000004	-0.487764	22.092	1.388888	-47.713	-0.490167	20.165	1.394042	-45.339999999999996	-0.491237	20.546	1.38825	-47.461000000000006	-0.489498	19.463	1.39115	-44.592
-0.534895	20.382	1.430266	-56.38399999999999	-0.533631	19.421999999999997	1.434494	-51.916999999999994	-0.538287	21.173000000000002	1.425722	-58.742999999999995	-0.535346	19.662	1.433751	-51.784	-0.53607	22.085	1.433073	-55.326	-0.539816	20.186	1.429005	-51.818999999999996	-0.533688	20.546	1.431723	-55.631	-0.538574	19.486	1.43082	-51.778999999999996
